Latitude,Longitude
32.4892,84.8743
32.8458,83.1941
32.9263,83.5928
32.7198,83.6251
32.8628,83.6904
32.3959,85.0784
32.8187,83.654
32.9067,83.355
33.931,84.5544
33.8863,84.5762
33.8619,84.3308
30.8524,83.2942
33.9249,84.8452
33.8827,84.3781
32.4099,84.9661
33.0244,83.2444
33.9993,84.7733
33.9847,84.6441
32.7882,83.7124
31.5087,82.8461
33.5903,84.5751
33.9707,84.1607
33.9507,84.2519
33.5954,84.2725
34.5836,83.855
32.9422,83.7238
33.6039,84.1946
33.0562,85.0374
31.5642,84.1377
32.4479,84.9084
31.3543,83.4998
33.3836,84.4896
31.4931,83.2378
32.3715,83.3444
33.5619,85.0017
33.9153,84.5515
31.5686,84.2193
32.5664,83.6804
31.5723,84.1651
33.7272,84.37
32.6319,83.7228
34.332,84.4746
32.4302,84.9381
32.451,84.9637
32.8582,83.7652
31.5325,84.1639
32.6688,84.879
33.7758,84.5518
33.7538,84.6531
31.3809,84.9401
32.7875,84.5625
33.9011,84.6003
34.1658,84.1085
32.8426,83.6481
31.551,84.1576
33.0486,83.2298
31.556,84.759
32.4832,84.8802
32.9231,84.2181
34.2351,84.0949
33.9797,84.1502
33.8424,84.588
33.4435,84.5057
32.0333,84.3943
31.7617,84.8003
33.5008,84.5045
31.4407,83.4899
32.6771,83.7836
32.6287,83.7102
33.7562,84.3087
32.9673,83.5525
34.0307,84.4448
33.9056,84.557
34.0215,83.9266
32.4662,84.9448
32.4438,84.95
34.2949,83.8319
34.0391,84.2458
33.616,84.9169
32.4992,83.1292
33.5336,84.5629
32.6413,83.63
31.5696,84.1646
32.0835,84.2165
30.9777,84.1499
32.4776,83.7516
31.5221,84.1653
32.8729,83.613
31.6561,84.1855
31.2265,84.2143
33.8118,84.4147
33.8505,84.8222
31.5636,84.1348
31.1555,84.1935
32.424,84.9227
32.6493,83.6972
32.7859,83.6983
34.1383,84.0505
32.8131,83.7089
32.7996,83.7686
32.5593,82.8275
32.9033,83.3513
30.8244,84.3399
33.8534,84.487
31.6613,85.1117
31.6467,82.9429
31.6931,83.6544
32.4877,85.0935
33.6088,84.3666
32.5839,83.7184
33.6868,84.7092
31.3364,83.3806
33.7699,84.8955
33.6721,84.4237
32.8281,83.6435
33.6294,84.263
34.1375,84.2437
32.0645,83.2719
30.8471,83.31
30.8017,83.271
33.749,84.756
33.7634,85.2664
33.4147,84.1731
32.8867,83.3301
31.0011,88.6033
33.9694,84.1967
31.9508,83.4631
32.511,84.9289
33.6002,84.4444
34.4003,84.2288
34.0896,84.1866
31.9643,83.7923
31.5515,83.3922
33.9574,84.638
33.7816,84.6004
33.5174,84.6605
33.0092,85.1142
33.094,84.744
33.3611,84.7826
30.9249,84.123
34.2266,84.1208
33.0568,84.8865
32.7567,83.7752
33.8631,84.299
33.7824,84.5741
33.5864,84.5378
32.0286,82.9524
32.9325,83.7488
33.9138,83.764
33.7378,85.1647
33.9862,84.7832
33.7487,84.8252
33.865,84.5241
33.888,84.3
30.8639,83.2766
34.1374,84.5074
31.4246,84.0468
31.5735,84.1911
32.8636,84.8563
33.8151,84.4711
34.0421,83.3051
32.3833,83.3569
34.1367,84.0614
33.6025,85.0659
33.6674,84.3908
34.0975,84.4837
32.952,84.8946
31.4065,83.3305
32.7978,83.6676
33.0429,85.2051
31.9644,83.7846
33.8467,83.4249
32.6988,84.0847
33.7064,84.2664
32.6128,83.6728
32.8523,83.7614
34.4443,84.0213
34.2362,84.0952
33.6765,84.2711
31.7087,83.2527
34.4413,84.4455
33.0197,85.1209
34.0399,84.2451
33.9693,84.1312
32.6147,83.6335
31.3195,84.3356
34.1287,83.5743
30.9264,84.5431
34.2988,83.8395
30.6968,83.153
31.9156,82.9033
33.6619,84.5113
32.8461,83.6112
31.3416,83.5712
34.2673,83.7787
34.0322,84.3761
31.5787,84.0985
33.8401,84.4069
31.565,84.1032
33.2434,84.0978
33.7896,84.8274
31.3833,83.2146
31.527,83.8576
33.8085,84.191
34.1716,84.8848
34.4723,84.4348
33.435,84.3024
33.8345,84.5405
34.2211,83.8959
33.0522,84.9325
34.49,84.9805
35.2096,97.4582
33.8012,84.2417
33.7737,84.181
33.0287,85.0355
32.5727,83.6825
34.1527,84.2639
34.7977,83.5953
33.7629,84.7578
34.9267,84.4207
34.4992,83.8848
32.329,85.0197
32.5539,82.8721
32.4891,84.9806
32.928,84.7706
31.8219,82.5887
34.1896,84.7786
32.4447,85.0311
33.9537,83.7867
32.4236,84.9029
32.5672,83.6807
34.0452,84.4419
34.2372,84.3543
32.5924,83.6783
33.9318,84.4496
34.0462,84.6264
33.9058,84.1486
30.6028,83.0974
34.0551,84.7788
32.456,84.9856
33.9006,84.2205
33.0961,83.2262
31.6324,84.2231
32.787,83.6795
33.9601,84.7654
33.5099,84.4821
33.9829,84.8043
33.9135,84.772
33.6876,84.7656
32.1983,83.1456
34.4794,84.5007
33.7682,84.0858
32.8154,83.4684
32.3915,83.3331
34.1091,84.1255
34.4435,83.5851
33.86,84.1391
34.0164,84.6186
34.6168,83.8667
34.0251,83.7929
32.5034,84.9821
34.0138,83.7291
32.3081,83.5915
33.7603,84.5212
33.4718,84.3767
33.9662,84.7325
33.903,84.3812
32.5719,85.4584
31.7757,84.4509
33.3865,84.1867
34.1022,84.1892
33.7165,84.438
34.0423,84.5164
34.0529,84.4443
32.3572,84.9821
33.5916,85.077
31.9691,83.7828
33.9298,84.4766
33.8951,83.462
33.778,84.6712
31.9374,83.7694
33.9739,84.3522
32.9305,84.3148
33.8947,84.2701
33.7474,84.7404
33.651,84.6322
33.913,84.4965
33.93,84.3188
33.8776,84.5663
32.6347,83.7134
33.8423,84.3571
33.4228,85.3916
31.5735,84.1046
32.5169,85.1202
33.8146,84.4117
33.8224,84.3293
33.4001,84.2818
33.7896,84.2265
32.7639,84.8296
33.9325,84.0791
34.1498,84.8167
33.6658,84.6204
33.763,84.7496
32.7162,83.7189
32.5228,84.9324
31.7236,84.1694
32.836,83.6812
33.3679,84.3503
34.0366,84.2375
31.6354,85.0094
31.6394,84.351
31.1563,84.3327
34.0828,84.634
33.8079,84.3523
31.5592,84.2059
33.9259,84.3028
32.4186,84.9488
34.0669,83.9045
33.8722,84.3434
32.4601,84.9617
34.096,84.4573
31.601,84.2218
31.6298,84.0988
33.991,83.4654
33.9322,84.4994
32.8866,83.7018
33.6718,84.4614
33.8823,84.1869
32.6262,85.5033
34.1177,83.942
32.4892,84.9039
31.6014,84.2446
31.9095,83.3838
33.8981,84.317
32.0724,84.2089
34.4023,82.9861
33.3566,84.5283
32.7956,83.6713
33.8261,84.4194
33.765,84.3724
33.8488,84.3169
32.6129,83.5989
33.8225,83.9806
34.1029,84.0781
32.643,83.6428
34.0244,84.1579
34.0203,84.414
34.0691,84.6289
31.1477,83.4232
32.2418,85.4163
32.5392,83.7099
32.5356,84.8723
31.7228,84.1818
33.8989,84.6067
33.9645,84.791
30.8514,83.3224
32.547,82.9378
34.0082,84.7114
30.8643,83.2689
34.2854,83.8372
34.2064,84.3768
33.0603,85.0243
34.3009,84.0867
33.879,84.4875
33.8889,84.3079
33.9236,84.7
33.9233,84.7866
32.577,83.6704
31.6042,84.1713
34.4993,83.1574
32.4415,84.9403
30.8513,83.2623
32.4741,84.9135
34.0635,84.0828
32.4242,84.8945
32.4524,84.9162
31.6479,83.1615
32.5334,83.6578
32.3336,84.1098
34.1258,84.1971
32.6069,83.635
32.5251,84.9324
34.3684,83.8733
32.91,83.546
34.1435,84.3538
32.8673,83.5453
33.0343,84.1471
31.5596,84.1764
33.0532,85.0258
33.7355,84.2911
31.4281,83.5055
33.7727,84.3004
31.4432,83.4946
33.3914,84.8622
31.5964,84.1105
34.5869,83.3326
32.9805,83.6112
33.1127,84.2233
34.164,83.8825
34.2161,83.8347
34.1811,84.1601
33.6718,84.3876
32.5564,83.8992
32.3767,82.9326
33.9241,84.2889
32.6446,83.6929
33.703,84.7866
31.766,84.4292
33.7917,84.6878
31.585,84.1391
32.5621,84.9536
33.5098,84.669
32.6015,83.6542
34.1465,84.5796
31.4479,83.5208
33.9481,84.643
34.0439,84.2175
34.112,83.5799
33.7555,84.7247
34.1129,84.468
32.8544,83.6746
33.9643,84.0274
34.2721,85.2425
34.2857,84.1383
32.613,83.6284
34.7015,84.0528
31.5689,84.0894
33.5279,84.453
30.9449,83.2437
33.0274,85.0551
33.8521,84.5441
34.6609,83.4453
34.0657,84.2992
32.472,83.7303
34.0993,84.4393
32.5674,83.8882
33.9329,84.3098
33.63,84.7785
31.2579,83.2421
34.5742,83.7109
34.377,83.369
34.0669,84.1372
34.1455,83.7891
33.8981,84.2093
33.8152,84.1229
32.5334,84.9002
34.4745,83.9422
34.0007,84.4695
31.5822,84.2708
34.5363,83.9837
31.4457,83.4709
34.1685,84.8041
34.0249,83.9206
34.0169,84.1863
32.8339,83.777
32.5193,84.9167
33.5684,84.2959
31.2218,84.194
32.5189,82.9143
34.225,83.851
32.5414,85.1104
31.0878,83.4727
34.1761,84.161
32.2015,83.19
32.1805,82.5113
33.6772,84.431
33.5433,84.0743
33.9072,84.0595
33.957,83.3518
32.545,82.9582
31.6001,84.2004
32.9288,83.585
34.1064,84.5685
33.9473,84.3127
32.6354,84.7429
32.4893,84.9872
32.8454,83.5794
34.0069,84.2146
32.295,83.2442
33.5822,83.9077
31.4517,83.482
33.8045,84.446
34.4461,84.1836
34.0755,84.728
33.8895,84.2113
34.1733,84.8311
33.8807,84.2665
33.1272,85.052
33.6547,84.4843
31.7109,83.6541
34.1139,84.0372
31.4438,83.4916
34.224,84.0874
32.4636,84.8897
34.1947,84.1184
34.4755,83.9442
31.4623,83.5055
31.4723,83.4589
30.8226,83.2607
32.8301,83.6708
33.932,83.7935
34.1041,84.0852
33.7015,84.3123
33.8732,85.013
34.0372,83.6675
32.5256,83.9035
33.9187,83.3889
33.6113,84.1971
34.4104,84.1197
34.001,84.7286
32.8999,84.4547
34.2733,83.1281
33.8405,84.5155
34.1013,84.536
31.7693,84.7967
34.0292,84.4036
31.4007,83.5867
32.5652,84.9755
30.9313,83.2474
34.012,85.1261
34.0123,84.5494
32.4881,84.9772
31.4468,83.5195
33.6913,84.5186
34.0546,84.6008
34.2248,84.2331
33.9274,84.0918
34.037,84.0694
31.6207,83.5213
34.0427,83.9259
33.0275,85.0753
31.4592,83.501
33.9018,84.2279
33.772,83.5346
32.5481,84.7256
34.0078,83.0037
32.4944,85.0208
34.4273,84.5534
31.5846,83.0318
33.8124,84.4104
33.7742,83.1023
33.9309,84.5014
33.9008,84.0071
34.0389,84.4539
34.2668,84.4085
34.1173,83.8889
34.0152,83.7086
33.9102,83.8782
34.1106,84.1279
33.0493,83.2395
33.5223,84.3677
33.9692,84.264
33.8579,84.5534
34.0139,84.67
32.8298,83.6456
32.5614,84.9666
34.1598,84.4674
34.2694,83.8453
33.4666,84.3488
33.8811,83.9483
34.1641,83.7944
34.0805,84.174
33.8001,84.8502
32.9406,83.4885
33.8543,84.3657
31.8988,85.1476
33.7277,84.7526
33.5685,84.2963
32.5339,84.8728
30.8664,83.31
33.9245,84.5657
31.8386,85.1613
32.9033,84.3351
32.6833,83.5213
34.1779,83.8195
31.6064,84.1196
34.0309,84.206
33.4322,84.3944
33.574,85.058
33.7787,84.3823
33.7589,84.14
32.6553,83.3615
33.5189,84.4211
33.9061,84.1214
33.8465,84.3155
33.6215,83.9841
33.8867,83.9518
34.1042,82.8612
34.6517,84.3875
34.5576,84.9408
32.4703,83.7287
34.1047,83.944
33.5742,84.5018
34.0844,84.4858
34.1132,84.6033
33.8038,84.0911
34.1831,84.4399
31.5703,84.1543
31.4682,83.4974
33.932,84.3305
31.5466,84.1722
33.9916,84.1414
33.8586,84.4634
33.8644,84.2756
32.7947,83.1625
32.9061,83.7347
34.0631,84.0254
33.8372,83.8239
33.9827,84.6328
34.191,84.1458
33.8414,84.3175
34.2904,83.8042
34.0116,83.9469
33.9329,83.9977
33.8252,84.3944
33.3963,84.8034
32.5006,84.9827
32.8516,83.5812
32.5398,83.3443
33.9404,84.5352
32.7556,84.6882
32.5959,83.6524
33.7726,84.4157
33.9433,84.4428
32.833,83.6559
32.7304,83.672
32.8845,83.5306
33.4342,84.2651
33.9358,83.5872
33.9654,83.5889
32.6291,83.7845
33.7979,84.5185
33.9886,83.7254
34.5884,83.7566
34.3239,83.818
33.4405,84.3494
32.2926,83.9977
33.8666,83.3991
34.0792,84.0873
34.0545,84.2486
34.1102,84.4984
33.8906,84.2142
33.3846,84.1149
31.6669,84.2649
34.0932,84.5467
33.7481,84.6921
33.8871,84.5722
31.5667,84.1168
33.7896,84.2268
33.457,84.0741
34.0535,84.4164
33.7786,84.3768
33.8448,84.216
30.9135,84.5403
32.2763,83.4933
34.0216,84.7608
34.0518,84.2333
33.8025,84.0504
33.9079,84.0319
32.5867,85.2042
33.8499,84.4906
31.5761,84.0572
34.0764,83.8664
33.2952,84.2654
33.7743,84.3054
32.5305,84.9085
33.9106,82.9159
33.3715,84.7721
32.742,83.8427
33.7247,84.9225
32.623,83.7898
34.0759,83.5528
33.7079,84.4871
32.4607,84.9089
32.3563,84.9787
34.0064,85.2586
34.5896,83.4908
33.3388,84.3573
31.8887,84.7343
33.8687,84.6495
33.879,84.6944
33.9329,84.063
34.1343,84.4592
34.0846,84.0814
30.9385,83.2493
33.8096,84.3279
32.8725,84.551
31.7642,84.434
32.6307,83.705
30.8903,83.2944
34.0763,84.4995
34.1387,84.5766
33.7788,84.6119
33.9079,84.4669
32.9224,84.2951
32.842,83.553
32.5411,83.5888
32.9471,82.754
33.9631,84.3597
34.9952,85.1091
32.0916,83.7819
33.7489,84.7604
33.2761,84.4566
31.674,83.6308
34.1046,84.5477
33.7598,84.6535
33.8735,84.6542
32.2938,84.0281
33.8483,84.3563
33.8908,84.5875
31.2048,83.2446
30.8126,83.9407
34.2918,83.8588
33.3235,84.5131
33.7134,84.3006
34.0777,84.5781
32.8148,83.6417
30.8357,83.2814
34.0595,83.3728
33.8834,84.1877
30.9185,83.3375
34.4894,84.1067
32.5704,83.5987
30.8678,83.2642
40.1379,74.9656
33.5707,84.2773
33.9325,84.5832
34.101,84.1897
33.7851,84.6358
30.8235,83.3086
34.1769,84.4769
33.4898,84.1826
30.914,83.3588
33.7667,84.2369
34.6673,84.8139
33.9956,84.7232
32.6507,82.849
34.074,84.4767
30.8337,83.3352
32.0465,84.7995
33.9772,84.5185
34.2467,84.0025
33.8585,84.2751
33.0939,83.2385
32.0816,84.2496
32.2187,82.6957
34.2998,83.7356
33.3823,84.7022
33.9173,84.6399
33.1861,84.0025
34.0352,84.271
34.2857,83.8398
31.8686,85.1543
31.2581,83.6932
31.6462,83.5889
33.7494,85.2976
33.8104,83.9249
33.9746,84.7112
33.9054,84.5962
33.5671,84.269
33.9212,84.2001
33.9274,84.3311
32.4596,84.9166
33.5652,83.1859
31.3994,84.9287
32.5163,83.6537
34.4768,84.0959
33.8859,84.5399
33.9005,84.5538
32.5103,85.0256
34.0212,83.7409
34.0943,84.4586
34.0474,84.3831
33.9141,84.0467
34.0699,85.1018
32.8471,83.5545
32.8668,83.7662
32.4593,84.9501
31.1385,83.4347
33.8875,84.3804
34.1956,84.55
33.7908,84.169
34.3795,84.4566
33.9097,84.1469
33.8489,84.3307
31.2982,83.8708
33.8487,84.4799
30.8503,83.328
31.6451,83.9661
33.9901,84.565
34.1825,84.5171
33.8421,84.4814
33.8488,84.3224
34.0383,84.3339
32.8025,84.0308
33.6904,84.4141
31.2724,83.4666
33.7596,84.2371
34.237,83.6882
32.809,85.1694
33.4886,84.3475
33.6418,84.9206
33.9187,83.978
33.9444,84.3716
31.9691,83.7915
32.5602,83.6678
30.9424,83.2438
30.7068,83.5174
33.4223,84.2312
34.9782,85.4374
34.0561,83.9539
33.9059,84.8476
34.0401,84.8319
33.5691,84.5817
,
33.7974,84.2347
33.6775,83.4592
34.0671,84.5437
33.7865,84.0853
32.539,85.062
33.709,83.8677
33.563,84.3021
33.9289,84.4708
33.6733,84.517
33.0417,85.0236
33.8911,84.7094
33.7659,84.1148
34.0971,84.1244
33.6383,83.9956
32.8826,83.5734
32.4385,84.9601
33.0698,83.5728
32.9318,83.7446
33.7543,84.2549
33.959,84.4024
33.5141,84.3819
30.9382,84.6123
34.2816,84.1214
32.5453,83.6485
34.3221,83.9822
33.56,84.6117
33.8968,84.2073
31.5276,83.8328
33.732,84.1645
32.561,83.7046
34.1341,84.1081
34.4026,83.1833
34.1535,84.0008
32.5321,84.9524
32.6001,83.6627
34.1621,83.8159
33.2299,85.254
31.5982,81.9099
33.8606,84.4373
33.4085,84.6028
34.3368,83.915
32.4872,82.9703
33.507,84.1005
32.5648,85.1378
32.5867,83.633
33.5459,84.2162
33.8762,84.3626
34.7584,84.4023
34.2509,84.4867
32.831,83.6851
32.5453,83.7071
33.9433,84.3814
33.5962,84.456
33.8765,84.4754
33.9384,84.3378
34.1589,84.2403
33.0322,85.0407
34.0252,84.3263
32.9456,83.419
33.8729,84.7232
32.7379,83.6884
33.9412,83.9502
31.5957,83.2459
33.8528,84.6102
33.8762,84.2324
34.0288,84.6542
33.5029,84.0986
34.8452,84.7599
34.7387,84.9758
32.3651,82.9687
32.4626,84.9572
34.0057,84.4812
34.027,83.2383
33.6141,83.4707
33.9239,84.7316
33.9244,84.5541
34.1619,85.174
33.7924,84.3572
32.5642,83.6506
33.6022,83.9677
33.623,84.6851
31.6121,83.2473
34.0329,84.0543
33.7611,84.5042
33.6818,84.6134
32.6086,83.6015
33.728,84.163
33.7183,84.5237
33.9057,84.798
33.0271,85.0522
32.7341,83.722
33.6354,84.3451
33.6063,84.0998
33.586,84.2864
32.0817,84.2349
33.7053,84.4164
33.9608,84.4446
32.8678,83.7757
32.3554,84.9792
31.6383,84.1438
33.915,84.7753
33.8871,84.2143
34.2337,84.8637
33.8437,84.1874
32.6388,83.686
33.8612,84.5876
34.0647,84.3778
32.4835,84.9921
34.7684,84.7845
33.9073,84.4092
33.7571,84.4145
34.0319,84.4247
33.771,84.135
34.2035,84.5347
33.7142,84.9333
33.7557,84.503
33.8758,84.3212
33.8733,83.2591
30.9164,83.2557
33.3854,84.1463
32.6425,83.7163
34.106,84.2477
33.6069,83.9968
31.5645,84.214
33.9334,83.5047
33.8758,84.8395
34.12,84.5775
32.3557,84.9793
32.5427,83.5809
32.8288,83.7204
34.138,84.5374
33.7811,84.4624
34.2191,83.5834
33.9795,84.0511
33.4813,84.0504
32.5803,83.6173
32.8505,83.6471
34.7241,84.8027
33.5826,84.2748
34.0288,84.3217
32.2586,84.9669
33.6269,84.0527
34.0109,84.5041
33.5518,83.1698
33.5559,84.8378
34.9072,84.8398
33.4655,84.154
34.9168,84.0396
34.9477,83.7902
33.7484,84.3292
33.6824,83.8845
34.1219,84.2601
33.7832,84.3523
34.8403,85.0445
33.4182,84.2974
34.0794,83.6227
33.4302,84.0626
33.914,84.6295
34.134,84.5524
33.247,84.5851
31.9691,83.7935
34.0075,84.2391
33.973,84.0117
33.7271,84.2441
34.2819,83.1019
32.1029,84.2422
32.4879,84.9805
34.7142,84.9699
33.6006,84.5502
32.4555,83.722
32.5496,84.9807
33.3592,83.3875
33.5719,85.0759
33.4287,84.6379
33.3312,84.3069
34.0584,83.9511
33.542,83.7974
34.9062,84.3779
34.7748,84.9584
33.8625,84.2853
31.5462,84.3137
33.9197,84.5457
34.0407,84.4667
33.521,84.2589
33.5755,84.4639
33.7888,84.157
30.981,83.8825
34.0012,83.7241
30.9101,83.3594
32.6615,84.6626
33.4688,85.0598
33.8968,83.4343
30.8936,83.2754
34.043,83.2193
33.7448,84.1311
33.8378,84.6688
33.6839,84.4922
33.838,83.9764
33.5273,84.8639
34.0714,84.7309
33.8207,84.231
33.6508,86.5269
34.1841,84.1411
33.7307,84.3805
33.6681,84.4944
33.8936,84.58
33.7391,84.6592
33.8751,84.2889
33.581,84.4074
34.9527,84.8124
33.9664,84.4623
34.1768,84.4718
33.3436,84.5343
33.8531,84.2968
33.3376,85.4542
34.7325,84.7793
33.3212,84.6468
33.5034,84.6402
32.5644,83.6514
34.7596,84.8202
33.5077,84.3675
33.248,84.2439
33.4548,84.6321
33.8766,84.0942
33.7955,83.7321
33.875,84.678
33.7667,84.3767
33.6822,83.4572
33.6409,84.6285
33.6163,84.4681
33.6562,84.4543
34.1441,84.6077
34.0884,84.5136
31.5755,84.253
33.1791,84.9094
33.7278,84.3998
34.0026,84.0773
33.108,83.2448
31.5505,84.0301
34.2513,83.7115
33.7461,84.4958
33.6649,83.9957
33.9019,84.2679
33.5344,84.4139
33.8696,84.0654
33.8151,84.2452
33.6905,84.2833
33.7793,84.4981
33.633,84.1977
33.5657,84.5499
32.4781,83.7454
34.1812,83.9328
33.5823,84.3775
33.9009,84.2028
31.408,83.3288
33.6015,83.9409
33.588,84.4777
33.7239,84.2448
34.6271,84.9837
33.8178,84.0376
32.5558,84.9171
33.8455,84.6121
33.6999,84.4069
33.1655,84.9007
32.0489,84.092
33.6252,84.3573
33.5556,81.9154
32.8019,83.6509
34.2933,83.8648
33.9852,84.343
33.6231,84.4632
31.9616,83.7638
33.908,84.014
33.7267,84.1495
34.2379,84.1799
32.4714,85.009
33.7679,84.0399
33.9944,84.4661
34.0638,84.1523
33.8676,84.5256
32.8978,83.7097
32.0834,81.1177
33.8737,84.1907
33.7297,84.1269
33.8103,84.2124
32.803,85.1793
33.9682,84.2361
32.4326,84.9235
33.3936,84.0294
33.1353,85.0545
34.4339,83.8091
33.8152,84.233
32.4353,84.9545
31.4155,83.395
33.2804,83.0026
34.1261,83.8321
33.8588,84.0009
31.5668,84.2075
33.6864,84.2879
34.2727,84.2363
33.3978,84.6558
33.9733,84.4917
34.1753,84.1998
34.0352,84.2668
33.6472,84.3587
33.6313,84.4946
33.7075,84.2438
32.6113,83.6464
33.3109,84.5127
33.7757,84.0038
33.8682,84.6057
33.6701,84.4469
32.531,82.9359
33.726,84.3822
33.9062,84.1764
32.8631,85.1921
34.4371,83.1167
32.52,85.0223
33.5296,84.5589
33.7472,84.7335
33.89,83.7439
34.26,83.8488
33.7129,84.2638
33.5496,84.2583
34.106,84.5974
32.3551,84.979
33.8154,84.2456
33.7834,84.5483
33.5973,83.8545
34.2914,83.6019
33.8507,84.3204
33.7129,84.3292
33.7458,84.1792
33.861,84.1476
32.8609,84.6117
34.7967,83.4209
34.6245,84.8377
34.4329,84.8831
33.9846,84.0272
34.4786,84.9203
34.2061,83.9195
32.8309,83.6707
33.7085,84.212
34.9237,85.3555
34.0772,84.6001
32.3955,85.7199
33.7225,84.1854
34.1268,84.4045
33.0527,83.2118
33.5846,83.1589
32.3089,82.3345
34.4055,83.1033
33.792,85.0439
32.9818,83.5418
33.0976,83.2281
33.8418,84.3898
34.1311,84.6921
31.6122,84.2403
33.9241,84.038
33.0426,85.0146
33.7503,84.4555
30.8025,83.2699
33.8221,84.8555
30.8572,83.8984
34.0156,83.3246
32.6776,83.5086
32.4475,84.9478
31.9766,83.7741
34.266,83.8793
31.211,84.1896
32.5335,83.6104
34.0138,83.2713
33.5329,84.3524
33.803,84.4679
32.5657,83.9191
32.6666,83.7088
34.8702,85.0359
33.8501,84.5166
34.1081,84.4354
34.0008,84.7691
34.025,83.9416
33.8326,84.048
